"","symbol","country"
"1244","HSEA","United Kingdom"
"1245","HSEB","United Kingdom"
"1246","HUSI.PRD","US"
"1247","HUSI.PRF","US"
"1248","HUSI.PRG","US"
"1249","HUSI.PRH","US"
"1250","HUSI.PRZ","United Kingdom"
"1251","HNP","China"
"1252","HUB.A","US"
"1253","HUB.B","US"
"1254","HBM","Canada"
"1255","HPP","US"
"1256","HPP.PRB","US"
"1257","HVB","US"
"1258","HGT","US"
"1259","HUM","US"
"1260","HII","US"
"1261","HUN","US"
"1262","H","US"
"1263","HDY","US"
"1264","HY","US"
"1265","IAG","Canada"
"1266","IBN","India"
"1267","IDA","US"
"1268","IEX","US"
"1269","IDT","US"
"1270","CTC","China"
"1271","IHS","US"
"1272","ITW","US"
"1273","IMN","US"
"1274","IMAX","Canada"
"1275","IFT","US"
"1276","IMPV","US"
"1277","IHC","US"
"1278","IFN","US"
"1279","IBA","Mexico"
"1280","BLOX","US"
"1281","INFY","US"
"1282","ING","Netherlands"
"1283","IDG","Netherlands"
"1284","IND","Netherlands"
"1285","INZ","Netherlands"
"1286","ISF","Netherlands"
"1287","ISG","Netherlands"
"1288","ISP","Netherlands"
"1289","IR","US"
"1290","IM","US"
"1291","INGR","US"
"1292","IRC","US"
"1293","IRC.PRA","US"
"1294","IPHI","US"
"1295","NSP","US"
"1296","IBP","US"
"1297","IEH","US"
"1298","TEG","US"
"1299","I","US"
"1300","I.PRA","US"
"1301","ICE","US"
"1302","IHG","United Kingdom"
"1303","IBM","US"
"1304","IFF","US"
"1305","IGT","US"
"1306","IP","US"
"1307","IRF","US"
"1308","ISH","US"
"1309","ISH.PRA","US"
"1310","ISH.PRB","US"
"1311","IOC","Papua New Guinea"
"1312","IPG","US"
"1313","IPL.PRD","US"
"1314","INXN","US"
"1315","IL","US"
"1316","SNOW","US"
"1317","IPI","US"
"1318","XON","US"
"1319","IVC","US"
"1320","INVN","US"
"1321","IVZ","Bermuda"
"1322","VBF","US"
"1323","VCV","US"
"1324","VTA","US"
"1325","VLT","US"
"1326","IVR","US"
"1327","IVR.PRA","US"
"1328","OIA","US"
"1329","VMO","US"
"1330","VKQ","US"
"1331","VPV","US"
"1332","IQI","US"
"1333","VVR","US"
"1334","VGM","US"
"1335","VTN","US"
"1336","IIM","US"
"1337","ITG","US"
"1338","IRET","US"
"1339","IRET.PR","US"
"1340","IRET.PRB","US"
"1341","NVTA","US"
"1342","IO","US"
"1343","IRM","US"
"1344","IRS","Argentina"
"1345","ISS","US"
"1346","STAR","US"
"1347","STAR.PRD","US"
"1348","STAR.PRE","US"
"1349","STAR.PRF","US"
"1350","STAR.PRG","US"
"1351","STAR.PRI","US"
"1352","ITUB","Brazil"
"1353","ITC","US"
"1354","ITT","US"
"1355","ESI","US"
"1356","SJM","US"
"1357","JBL","US"
"1358","JEC","US"
"1359","JHX","Australia"
"1360","JNS","US"
"1361","JOF","US"
"1362","JAH","US"
"1363","JMI","US"
"1364","JCP","US"
"1365","JGW","US"
"1366","JKS","Cayman Islands"
"1367","JMP","US"
"1368","JMPB","US"
"1369","JMPC","US"
"1370","JBT","US"
"1371","BTO","US"
"1372","HEQ","US"
"1373","JHS","US"
"1374","JHI","US"
"1375","HPF","US"
"1376","HPI","US"
"1377","HPS","US"
"1378","PDT","US"
"1379","HTD","US"
"1380","HTY","US"
"1381","JW.A","US"
"1382","JNJ","US"
"1383","JCI","US"
"1384","JONE","US"
"1385","JLL","US"
"1386","JRN","US"
"1387","JPM","US"
"1388","JPM.PRA","US"
"1389","JPM.PRB","US"
"1390","JPM.PRD","US"
"1391","JPM.PRE","US"
"1392","JPM.WS","US"
"1393","JPM.PRC","US"
"1394","JFC","US"
"1395","JMEI","China"
"1396","JNPR","US"
"1397","JE","US"
"1398","KAI","US"
"1399","KAMN","US"
"1400","KSU","US"
"1401","KSU.PR","US"
"1402","KS","US"
"1403","KAR","US"
"1404","KATE","US"
"1405","KED","US"
"1406","KYE","US"
"1407","KMF","US"
"1408","KYN","US"
"1409","KYN.PRE","US"
"1410","KYN.PRF","US"
"1411","KYN.PRG","US"
"1412","KB","South Korea"
"1413","KBH","US"
"1414","KBR","US"
"1415","KAP","US"
"1416","KCG","US"
"1417","K","US"
"1418","KEM","US"
"1419","KMPA","US"
"1420","KMPR","US"
"1421","KMT","US"
"1422","KW","US"
"1423","KWN","US"
"1424","KEG","US"
"1425","KEY","US"
"1426","KEY.PRG","US"
"1427","KRC","US"
"1428","KRC.PRG","US"
"1429","KRC.PRH","US"
"1430","KMB","US"
"1431","KIM","US"
"1432","KIM.PRH","US"
"1433","KIM.PRI","US"
"1434","KIM.PRJ","US"
"1435","KIM.PRK","US"
"1436","KMI","US"
"1437","KMI.WS","US"
"1438","KMP","US"
"1439","KMR","US"
"1440","KND","US"
"1441","KING","Ireland"
"1442","KFS","Canada"
"1443","KGC","Canada"
"1444","KEX","US"
"1445","KRG","US"
"1446","KRG.PRA","US"
"1447","KKR","US"
"1448","KFH","US"
"1449","KFI","US"
"1450","KFN.PR","US"
"1451","KIO","US"
"1452","KMG","US"
"1453","KNX","US"
"1454","KNL","US"
"1455","KNOP","US"
"1456","KN","US"
"1457","KSS","US"
"1458","KNM","Japan"
"1459","PHG","Netherlands"
"1460","KOP","US"
"1461","KEP","South Korea"
"1462","KEF","US"
"1463","KF","US"
"1464","KFY","US"
"1465","KOS","US"
"1466","KRA","US"
"1467","KKD","US"
"1468","KR","US"
"1469","KRO","US"
"1470","KT","South Korea"
"1471","KYO","Japan"
"1472","LLL","US"
"1473","LB","US"
"1474","LQ","US"
"1475","LZB","US"
"1476","LH","US"
"1477","LG","US"
"1478","LADR","US"
"1479","LDR","US"
"1480","LCI","US"
"1481","LPI","US"
"1482","LVS","US"
"1483","LHO","US"
"1484","LHO.PRH","US"
"1485","LHO.PRI","US"
"1486","LFL","Chile"
"1487","LAZ","US"
"1488","LF","US"
"1489","LEA","US"
"1490","LEE","US"
"1491","LEG","US"
"1492","LGP","US"
"1493","LDOS","US"
"1494","LEJU","China"
"1495","LEN & LEN.B","US"
"1496","LII","US"
"1497","LAS","China"
"1498","LUK","US"
"1499","LVLT","US"
"1500","LXP","US"
"1501","LXK","US"
"1502","LPL","South Korea"
"1503","LTM","US"
"1504","LOCK","US"
"1505","LIN","US"
"1506","LNC","US"
"1507","LNN","US"
"1508","LGF","Canada"
"1509","LAD","US"
"1510","LYV","US"
"1511","LYG","United Kingdom"
"1512","LMT","US"
"1513","L","US"
"1514","LO","US"
"1515","LPX","US"
"1516","LOW","US"
"1517","LRE","US"
"1518","LXU","US"
"1519","LTC","US"
"1520","LUB","US"
"1521","LL","US"
"1522","LXFR","United Kingdom"
"1523","LUX","Italy"
"1524","LDL","US"
"1525","LYB","US"
"1526","MTB","US"
"1527","MTB.PR","US"
"1528","MTB.PRC","US"
"1529","MTB.WS","US"
"1530","MHO","US"
"1531","MHO.PRA","US"
"1532","MAC","US"
"1533","CLI","US"
"1534","MGU","US"
"1535","MIC","US"
"1536","MFD","US"
"1537","M","US"
"1538","MCN","US"
"1539","MSP","US"
"1540","MMP","US"
"1541","MGA","Canada"
"1542","MX","US"
"1543","MHR","US"
"1544","MH.PRA","Bermuda"
"1545","MHNA","Bermuda"
"1546","MHNB","US"
"1547","MHNC","US"
"1548","MAIN","US"
"1549","MSCA","US"
"1550","MMD","US"
"1551","MNK","US"
"1552","MZF","US"
"1553","HYF","US"
"1554","MANU","United Kingdom"
"1555","MTW","US"
"1556","MN","US"
"1557","MAN","US"
"1558","MFC","Canada"
"1559","MRO","US"
"1560","MPC","US"
"1561","MCS","US"
"1562","MMI","US"
"1563","MRIN","US"
"1564","MHG","US"
"1565","MPX","US"
"1566","HZO","US"
"1567","MKL","US"
"1568","MWE","US"
"1569","VAC","US"
"1570","MMC","US"
"1571","MSO","US"
"1572","MLM","US"
"1573","MAS","US"
"1574","DOOR","US"
"1575","MTZ","US"
"1576","MA","US"
"1577","MTDR","US"
"1578","MTRN","US"
"1579","MATX","US"
"1580","MLP","US"
"1581","MVNR","US"
"1582","MXT","Mexico"
"1583","MMS","US"
"1584","MXL","US"
"1585","MBI","US"
"1586","MNI","US"
"1587","MKC","US"
"1588","MKC.V","US"
"1589","MDR","US"
"1590","MCD","US"
"1591","MUX","US"
"1592","MHFI","US"
"1593","MCK","US"
"1594","MDC","US"
"1595","MDU","US"
"1596","MJN","US"
"1597","MIG","US"
"1598","MWV","US"
"1599","MTL","Russia"
"1600","MTL.PR","Russia"
"1601","MEG","US"
"1602","MPW","US"
"1603","MED","US"
"1604","MCC","US"
"1605","MCQ","US"
"1606","MCV","US"
"1607","MD","US"
"1608","MDT","US"
"1609","MW","US"
"1610","MRK","US"
"1611","MCY","US"
"1612","MDP","US"
"1613","MTH","US"
"1614","MTOR","US"
"1615","MER.PRK","US"
"1616","MER.PRM","US"
"1617","MER.PRP","US"
"1618","PIY","US"
"1619","PJL","US"
"1620","PJS","US"
"1621","PYB","US"
"1622","PYS","US"
"1623","PYT","US"
"1624","PZB","US"
"1625","MER.PRD","US"
"1626","MER.PRE","US"
"1627","MER.PRF","US"
"1628","MTR","US"
"1629","MSB","US"
"1630","MEI","US"
"1631","MET","US"
"1632","MET.PRA","US"
"1633","MET.PRB","US"
"1634","MLU","US"
"1635","MTD","Switzerland"
"1636","MXE","US"
"1637","MXF","Mexico"
"1638","MFA","US"
"1639","MFA.PRB","US"
"1640","MFO","US"
"1641","MIL","Canada"
"1642","MCR","US"
"1643","MGF","US"
"1644","CXE","US"
"1645","CMU","US"
"1646","CMK","US"
"1647","CIF","US"
"1648","MIN","US"
"1649","CXH","US"
"1650","MMT","US"
"1651","MFM","US"
"1652","MFV","US"
"1653","MTG","US"
"1654","MGM","US"
"1655","KORS","US"
"1656","MAA","US"
"1657","MEP","US"
"1658","MPO","US"
"1659","MM","US"
"1660","MILL","US"
"1661","MILL.PRC","US"
"1662","MILL.PRD","US"
"1663","MLR","US"
"1664","MR","China"
"1665","MTX","US"
"1666","MP.PRD","US"
"1667","MG","US"
"1668","MIXT","South Africa"
"1669","MFG","Japan"
"1670","MBT","Russia"
"1671","MODN","US"
"1672","MOD","US"
"1673","MC","US"
"1674","MHK","US"
"1675","MOH","US"
"1676","TAP","US"
"1677","TAP.A","US"
"1678","MCP","US"
"1679","MNR","US"
"1680","MNR.PRA","US"
"1681","MNR.PRB","US"
"1682","MON","US"
"1683","MWW","US"
"1684","MTS","US"
"1685","MRH","Bermuda"
"1686","MRH.PRA","Bermuda"
"1687","MCO","US"
"1688","MOG.A","US"
"1689","MOG.B","US"
"1690","MS","US"
"1691","ICB","US"
"1692","MS.PRA","US"
"1693","MS.PRE","US"
"1694","MS.PRF","US"
"1695","MS.PRG","US"
"1696","APF","US"
"1697","MWR","US"
"1698","MWG","US"
"1699","MSK","US"
"1700","MSZ","US"
"1701","MSJ","US"
"1702","MWO","US"
"1703","CAF","US"
"1704","RNE","US"
"1705","MSD","US"
"1706","EDD","US"
"1707","MSF","US"
"1708","IIF","US"
"1709","MOS","US"
"1710","MSI","US"
"1711","MOV","US"
"1712","MPLX","US"
"1713","MRC","US"
"1714","HJV","US"
"1715","MSA","US"
"1716","MSM","US"
"1717","MSCI","US"
"1718","MLI","US"
"1719","MWA","US"
"1720","MUR","US"
"1721","MUSA","US"
"1722","MVO","US"
"1723","MVC","US"
"1724","MVCB","US"
"1725","MYE","US"
"1726","NBR","United States"
"1727","NC","United States"
"1728","NTP","Hong Kong"
"1729","NBHC","United States"
"1730","NBG","Greece"
"1731","NFG","United States"
"1732","NGG","United Kingdom"
"1733","NHI","United States"
"1734","NOV","United States"
"1735","NPK","United States"
"1736","NNN","United States"
"1737","NSM","United States"
"1738","NGS","United States"
"1739","NGVC","United States"
"1740","NRP","United States"
"1741","NTZ","Italy"
"1742","NLS","United States"
"1743","NCI","United States"
"1744","NVGS","United States"
"1745","NNA","Greece"
"1746","NM","Greece"
"1747","NAV","United States"
"1748","NCS","United States"
"1749","NCR","United States"
"1750","NP","United States"
"1751","NNI","United States"
"1752","NPTN","United States"
"1753","N","United States"
"1754","NSR","United States"
"1755","NWHM","United States"
"1756","NJR","United States"
"1757","NEWM","United States"
"1758","NMFC","United States"
"1759","EDU","China"
"1760","NRZ","United States"
"1761","NSLP","United States"
"1762","NWY","United States"
"1763","NYCB","United States"
"1764","NYT","United States"
"1765","NCT","United States"
"1766","NWL","United States"
"1767","NEU","United States"
"1768","NEM","United States"
"1769","NR","United States"
"1770","NEE","United States"
"1771","NEP","United States"
"1772","NGL","United States"
"1773","NJ","Japan"
"1774","NLSN","Netherlands"
"1775","NKE","United States"
"1776","NMBL","United States"
"1777","NTT","Japan"
"1778","NKA","United States"
"1779","NI","United States"
"1780","NL","United States"
"1781","NOAH","China"
"1782","NOK","Finland"
"1783","NMR","Japan"
"1784","NCFT","United States"
"1785","NORD","United States"
"1786","NAT","Bermuda"
"1787","NDZ","Canada"
"1788","JWN","United States"
"1789","NSC","United States"
"1790","NTL","Argentina"
"1791","NOA","Canada"
"1792","NRT","United States"
"1793","NU","United States"
"1794","NTI","United States"
"1795","NOC","United States"
"1796","NWN","United States"
"1797","NWE","United States"
"1798","NVS","Switzerland"
"1799","NVO","Denmark"
"1800","DNOW","United States"
"1801","NQ","China"
"1802","NRG","United States"
"1803","NYLD","United States"
"1804","DCM","Japan"
"1805","NUS","United States"
"1806","NUE","United States"
"1807","NS","United States"
"1808","NSH","United States"
"1809","NSS","United States"
"1810","NES","United States"
"1811","NVDA","United States"
"1812","NVR","United States"
"1813","OAK","US"
"1814","OXY","US"
"1815","OII","US"
"1816","OZM","US"
"1817","OCIP","US"
"1818","OCIR","US"
"1819","OCN","US"
"1820","ODP","US"
"1821","OFG","US"
"1822","OFG.PRA","Puerto Rico"
"1823","OFG.PRB","Puerto Rico"
"1824","OFG.PRD","Puerto Rico"
"1825","OGE","US"
"1826","OIBR","Brazil"
"1827","OIBR.C","Brazil"
"1828","ODC","US"
"1829","OIS","US"
"1830","OILT","US"
"1831","ORI","US"
"1832","OLN","US"
"1833","OMG","US"
"1834","OHI","US"
"1835","OME","US"
"1836","OCR","US"
"1837","OCR.PRA","US"
"1838","OCR.PRB","US"
"1839","OMC","US"
"1840","OMN","US"
"1841","ASGN","US"
"1842","OGS","US"
"1843","OLP","US"
"1844","OB","US"
"1845","OKE","US"
"1846","OKS","US"
"1847","OPK","US"
"1848","OPY","US"
"1849","ORCL","US"
"1850","ORAN","France"
"1851","ORB","US"
"1852","BEL","US"
"1853","OEC","Luxembourg"
"1854","ORN","US"
"1855","IX","Japan"
"1856","ORA","US"
"1857","OSK","US"
"1858","OMI","US"
"1859","OC","US"
"1860","OI","US"
"1861","OXM","US"
"1862","OXF","US"
"1863","ROYT","US"
"1864","PACD","US"
"1865","PKG","US"
"1866","PLL","US"
"1867","PANW","US"
"1868","PAM","Argentina"
"1869","P","US"
"1870","PHX","US"
"1871","PAR","US"
"1872","PKE","US"
"1873","PKD","US"
"1874","PH","US"
"1875","PE","US"
"1876","PRE","Bermuda"
"1877","PRE.PRD","Bermuda"
"1878","PRE.PRE","Bermuda"
"1879","PRE.PRF","Bermuda"
"1880","PAYC","US"
"1881","PBF","US"
"1882","PBFX","US"
"1883","PCM","US"
"1884","BTU","US"
"1885","PSO","United Kingdom"
"1886","PEB","US"
"1887","PEB.PRA","US"
"1888","PEB.PRB","US"
"1889","PEB.PRC","US"
"1890","PBA","Canada"
"1891","PGH","Canada"
"1892","PVA","US"
"1893","PWE","Canada"
"1894","PNTA","US"
"1895","PEI","US"
"1896","PEI.PRA","US"
"1897","PEI.PRB","US"
"1898","PFSI","US"
"1899","PMT","US"
"1900","PAG","US"
"1901","PNR","Ireland"
"1902","PBY","US"
"1903","POM","US"
"1904","PEP","US"
"1905","PSG","US"
"1906","PKI","US"
"1907","PBT","US"
"1908","PRGO","US"
"1909","PBR","Brazil"
"1910","PBR.A","Brazil"
"1911","PZE","Argentina"
"1912","PTR","China"
"1913","PEO","US"
"1914","PQ","US"
"1915","PFE","US"
"1916","PCG","US"
"1917","PMC","US"
"1918","PHH","US"
"1919","PM","US"
"1920","PHI","Philippines"
"1921","PSX","US"
"1922","PSXP","US"
"1923","PNX","US"
"1924","PFX","US"
"1925","FENG","China"
"1926","DOC","US"
"1927","PNY","US"
"1928","PDM","US"
"1929","PIR","US"
"1930","PIKE","US"
"1931","PCK","US"
"1932","PCQ","US"
"1933","PZC","US"
"1934","PTY","US"
"1935","PCN","US"
"1936","PCI","US"
"1937","PDI","US"
"1938","PGP","US"
"1939","PHK","US"
"1940","PKO","US"
"1941","PFL","US"
"1942","PFN","US"
"1943","PMF","US"
"1944","PML","US"
"1945","PMX","US"
"1946","PNF","US"
"1947","PNI","US"
"1948","PYN","US"
"1949","RCS","US"
"1950","PNK","US"
"1951","PF","US"
"1952","PNW","US"
"1953","PES","US"
"1954","PHD","US"
"1955","PHT","US"
"1956","MAV","US"
"1957","MHI","US"
"1958","PXD","US"
"1959","PIPR","US"
"1960","PBI","US"
"1961","PBI.PRA","US"
"1962","PBI.PRB","US"
"1963","PAA","US"
"1964","PAGP","US"
"1965","PLT","US"
"1966","PAH","US"
"1967","PTP","US"
"1968","PL.PRB","US"
"1969","PCL","US"
"1970","PGEM","US"
"1971","PNC","US"
"1972","PNC.PRP","US"
"1973","PNC.PRQ","US"
"1974","PNC.WS","US"
"1975","PNM","US"
"1976","PII","US"
"1977","POL","US"
"1978","PPO","US"
"1979","POR","US"
"1980","PT","Portugal"
"1981","PKX","South Korea"
"1982","POST","US"
"1983","PPS.PRA","US"
"1984","PPS","US"
"1985","POT","Canada"
"1986","POWR","US"
"1987","PPG","US"
"1988","PPL","US"
"1989","PPX","US"
"1990","PX","US"
"1991","PDS","Canada"
"1992","PGI","US"
"1993","PBH","US"
"1994","PVG","US"
"1995","PRI","US"
"1996","PPP","US"
"1997","PFG","US"
"1998","PFG.PRB","US"
"1999","PGZ","US"
"2000","PVTD","US"
"2001","PRA","US"
"2002","PG","US"
"2003","PGR","US"
"2004","BIN","US"
"2005","PLD","US"
"2006","PRIS","Spain"
"2007","PRO","US"
"2008","PRY","US"
"2009","PB","US"
"2010","PL","US"
"2011","PLP","US"
"2012","PL.PRC","US"
"2013","PL.PRE","US"
"2014","PRLB","US"
"2015","PFS","US"
"2016","PUK","United Kingdom"
"2017","PFK","US"
"2018","PJH","US"
"2019","PRH","US"
"2020","PRU","US"
"2021","GHY","US"
"2022","PUK.PR","United Kingdom"
"2023","PUK.PRA","United Kingdom"
"2024","ISD","US"
"2025","PSB","US"
"2026","PSB.PRR","US"
"2027","PSB.PRS","US"
"2028","PSB.PRT","US"
"2029","PSB.PRU","US"
"2030","PSB.PRV","US"
"2031","TLK","Indonesia"
"2032","PEG","US"
"2033","PSA","US"
"2034","PSA.PRO","US"
"2035","PSA.PRP","US"
"2036","PSA.PRQ","US"
"2037","PSA.PRR","US"
"2038","PSA.PRS","US"
"2039","PSA.PRT","US"
"2040","PSA.PRU","US"
"2041","PSA.PRV","US"
"2042","PSA.PRW","US"
"2043","PSA.PRX","US"
"2044","PSA.PRY","US"
"2045","PSA.PRZ","US"
"2046","PULS","US"
"2047","PHM","US"
"2048","PBYI","US"
"2049","PCF","US"
"2050","PMM","US"
"2051","PIM","US"
"2052","PMO","US"
"2053","PPT","US"
"2054","PVH","US"
"2055","PZN","US"
"2056","QTWO","US"
"2057","QEPM","US"
"2058","QEP","US"
"2059","QIHU","China"
"2060","QRE","US"
"2061","QTS","US"
"2062","QUAD","US"
"2063","KWR","US"
"2064","NX","US"
"2065","PWR","US"
"2066","QTM","US"
"2067","DGX","US"
"2068","STR","US"
"2069","ZQK","US"
"2070","Q","US"
"2071","CTU","US"
"2072","CTW","US"
"2073","CTX","US"
"2074","CTY","US"
"2075","RDN","US"
"2076","RALY","US"
"2077","RL","US"
"2078","RPT","US"
"2079","RRC","US"
"2080","RJF","US"
"2081","RJD","US"
"2082","RYN","US"
"2083","RYAM","US"
"2084","RCAP","US"
"2085","RMAX","US"
"2086","RLD","US"
"2087","RLGY","US"
"2088","O","US"
"2089","RLH","US"
"2090","RDW","US"
"2091","RWT","US"
"2092","RBC","US"
"2093","RGC","US"
"2094","REG","US"
"2095","RM","US"
"2096","RF","US"
"2097","RGS","US"
"2098","RGA","US"
"2099","RS","US"
"2100","RNR","Bermuda"
"2101","SOL","China"
"2102","RENN","China"
"2103","RNF","US"
"2104","RSG","US"
"2105","RMD","US"
"2106","REN","US"
"2107","RFP","US"
"2108","RH","US"
"2109","QSR","US"
"2110","RPAI","US"
"2111","REV","US"
"2112","REX","US"
"2113","REXR","US"
"2114","RXN","US"
"2115","RAI","US"
"2116","RNO","Canada"
"2117","RNG","US"
"2118","RIOM","US"
"2119","RIO","United Kingdom"
"2120","RBA","Canada"
"2121","RAD","US"
"2122","RLI","US"
"2123","RLJ","US"
"2124","RRTS","US"
"2125","RHI","US"
"2126","RBLX","US"
"2127","RKT","US"
"2128","ROK","US"
"2129","COL","US"
"2130","ROC","US"
"2131","ROG","US"
"2132","RCI","Canada"
"2133","ROL","US"
"2134","ROP","US"
"2135","RRMS","US"
"2136","RST","US"
"2137","RNDY","US"
"2138","RY","Canada"
"2139","RBS","United Kingdom"
"2140","RCL","US"
"2141","RDS.A","Netherlands"
"2142","RES","US"
"2143","RPM","US"
"2144","RSPP","US"
"2145","RTI","US"
"2146","RUBI","US"
"2147","RKUS","US"
"2148","RTEC","US"
"2149","R","US"
"2150","RHP","US"
"2151","SBR","US"
"2152","SB","Greece"
"2153","SB.PRB","US"
"2154","SB.PRC","Marshall Islands"
"2155","SB.PRD","US"
"2156","SFE","US"
"2157","SWY","US"
"2158","CRM","US"
"2159","SMM","US"
"2160","SMF","US"
"2161","SBH","US"
"2162","SJT","US"
"2163","SN","US"
"2164","SD","US"
"2165","SDT","US"
"2166","SDR","US"
"2167","PER","US"
"2168","SNY","France"
"2169","SC","US"
"2170","SAN.PRA","Spain"
"2171","SAN.PRB","Spain"
"2172","SAN.PRC","Spain"
"2173","SAN.PRE","Spain"
"2174","SAN.PRF","Spain"
"2175","SAN.PRI","Spain"
"2176","SOV.PRC","Mexico"
"2177","SAP","Germany"
"2178","SAQ","US"
"2179","SAR","US"
"2180","SSL","South Africa"
"2181","BFS","US"
"2182","BFS.PRA","US"
"2183","BFS.PRC","US"
"2184","SCG","US"
"2185","SCU","US"
"2186","SCE.PRF","US"
"2187","SCE.PRG","US"
"2188","SCE.PRH","US"
"2189","SLB","US"
"2190","SWM","US"
"2191","SAIC","US"
"2192","SALT","US"
"2193","SBNA","US"
"2194","STNG","Monaco"
"2195","SMG","US"
"2196","SNI","US"
"2197","SA","Canada"
"2198","CKH","US"
"2199","SDRL","Norway"
"2200","SDLP","US"
"2201","SEE","US"
"2202","SSW","Marshall Islands"
"2203","SSWN","China"
"2204","SSW.PRC","Marshall Islands"
"2205","SSW.PRD","Marshall Islands"
"2206","SSW.PRE","Marshall Islands"
"2207","SEAS","US"
"2208","JBN","US"
"2209","JBR","US"
"2210","SIR","US"
"2211","SEM","US"
"2212","SGZA","US"
"2213","SMI","China"
"2214","SRE","US"
"2215","SNH","US"
"2216","SNHN","US"
"2217","ST","Netherlands"
"2218","SXT","US"
"2219","SQNS","France"
"2220","SCI","US"
"2221","NOW","US"
"2222","SSLT","US"
"2223","SJR","Canada"
"2224","SHW","US"
"2225","SHG","South Korea"
"2226","SFL","Bermuda"
"2227","SSTK","US"
"2228","SBGL","South Africa"
"2229","SIG","Bermuda"
"2230","SBY","US"
"2231","SSNI","US"
"2232","SLW","Canada"
"2233","SVM","China"
"2234","SPG","US"
"2235","SPG.PRJ","US"
"2236","SSD","US"
"2237","SHI","China"
"2238","SITC","US"
"2239","SIX","US"
"2240","SJW","US"
"2241","SKM","South Korea"
"2242","SKX","US"
"2243","SKH","US"
"2244","SLG","US"
"2245","SLG.PRI","US"
"2246","SM","US"
"2247","SNN","United Kingdom"
"2248","SNA","US"
"2249","SQM","Chile"
"2250","SLRA","US"
"2251","SWI","US"
"2252","SLH","US"
"2253","SAH","US"
"2254","SON","US"
"2255","SNE","Japan"
"2256","BID","US"
"2257","SFUN","China"
"2258","SOR","US"
"2259","SJI","US"
"2260","SXE","US"
"2261","SO","US"
"2262","SCCO","US"
"2263","LUV","US"
"2264","SWX","US"
"2265","SWN","US"
"2266","SSS","US"
"2267","CODE","US"
"2268","SPA","US"
"2269","SPE","US"
"2270","SE","US"
"2271","SEP","US"
"2272","SPB","US"
"2273","TRK","US"
"2274","SPR","US"
"2275","SRC","US"
"2276","SRLP","US"
"2277","LEAF","US"
"2278","S","US"
"2279","SPW","US"
"2280","JOE","US"
"2281","STJ","US"
"2282","STAG","US"
"2283","STAG.PRA","US"
"2284","STAG.PRB","US"
"2285","SSI","US"
"2286","SFG","US"
"2287","SMP","US"
"2288","SXI","US"
"2289","SWK","US"
"2290","SWH","US"
"2291","SWJ","US"
"2292","SWU","US"
"2293","STN","Canada"
"2294","SGU","US"
"2295","SCX","US"
"2296","SRT","US"
"2297","STWD","US"
"2298","STT","US"
"2299","STT.PRC","US"
"2300","STT.PRD","US"
"2301","STO","Norway"
"2302","SPLP","US"
"2303","SCS","US"
"2304","SCM","US"
"2305","SCQ","US"
"2306","SCL","US"
"2307","STE","US"
"2308","STL","US"
"2309","STC","US"
"2310","SF","US"
"2311","SFB","US"
"2312","SFN","US"
"2313","SWC","US"
"2314","STM","Switzerland"
"2315","SGY","US"
"2316","EDF","US"
"2317","EDI","US"
"2318","SGM","US"
"2319","STON","US"
"2320","SRI","US"
"2321","STRI","US"
"2322","SGL","US"
"2323","BEE","US"
"2324","BEE.PRB","US"
"2325","LRN","US"
"2326","HYL","US"
"2327","KCC","US"
"2328","KTH","US"
"2329","KTN","US"
"2330","KTP","US"
"2331","SYK","US"
"2332","RGR","US"
"2333","SPH","US"
"2334","SMFG","Japan"
"2335","INN","US"
"2336","INN.PRA","US"
"2337","INN.PRB","US"
"2338","INN.PRC","US"
"2339","SMLP","US"
"2340","SUI","US"
"2341","SUI.PRA","US"
"2342","SLF","Canada"
"2343","SXC","US"
"2344","SXCP","US"
"2345","SU","Canada"
"2346","SUNE","US"
"2347","SXL","US"
"2348","SHO","US"
"2349","SHO.PRD","US"
"2350","STI","US"
"2351","STI.PRA","US"
"2352","STI.PRE","US"
"2353","STI.WS.A","US"
"2354","STI.WS.B","US"
"2355","SPN","US"
"2356","SUP","US"
"2357","SVU","US"
"2358","SUSS","US"
"2359","SUSP","US"
"2360","SFY","US"
"2361","SWFT","US"
"2362","SWZ","US"
"2363","SWS","US"
"2364","SYA","US"
"2365","SMA","US"
"2366","SYT","Switzerland"
"2367","SNX","US"
"2368","SNV","US"
"2369","SNV.PRC","US"
"2370","GJH","US"
"2371","GJO","US"
"2372","GJP","US"
"2373","GJR","US"
"2374","GJS","US"
"2375","GJT","US"
"2376","GJV","US"
"2377","SYY","US"
"2378","SYX","US"
"2379","TMUS","US"
"2380","DATA","US"
"2381","TAHO","US"
"2382","TWN","US"
"2383","TSM","Taiwan"
"2384","XRS","China"
"2385","TAL","US"
"2386","TLM","Canada"
"2387","TEP","US"
"2388","TAM","US"
"2389","SKT","US"
"2390","TAOM","China"
"2391","TRGP","US"
"2392","NGLS","US"
"2393","TGT","US"
"2394","TARO","US"
"2395","TTM","India"
"2396","TCO","US"
"2397","TCO.PRJ","US"
"2398","TCO.PRK","US"
"2399","TMHC","US"
"2400","TCP","US"
"2401","TCB","US"
"2402","TCB.PRB","US"
"2403","TCB.PRC","US"
"2404","TCB.WS","US"
"2405","TSI","US"
"2406","TEL","US"
"2407","TISI","US"
"2408","TMH","US"
"2409","TCK","Canada"
"2410","TE","US"
